Name,Operator,Type,Pipeline,Status,States,Regions,Authority,Docket,Updated,Completed,Year,Cost,Miles,Capacity,Diameter
Supply Header Project,Dominion Transmission,Expansion,,Pre-filed,WV,Northeast,FERC,PF15-5,12/4/14,,na,500,34,1500,"30,36"
Windsor Project,Self-Gen,Expansion,Intrastate,Announced,ME,Northeast,State,na,2/17/11,,na,,,,
Cameron Access Project,Columbia Gulf Transmission,Expansion,,Announced,LA,Central,FERC,na,8/4/14,,na,300,26,,
Virginia Power Power Link,Columbia Gas Transmission,Lateral,Interstate,Applied,VA,Northeast,FERC,CP11-490,4/2/12,,na,34,2,224,24
Sawgrass Storage Mainline,Sawgrass Storage LLC,Lateral,Interstate,Approved,LA,Southwest,FERC,CP11-523,6/2/13,,na,,14,300,"30,24"
Canadian Blackwell Expansion Project,Southern Star Central Gas Pipeline,Expansion,Interstate,Announced,TX,Southwest,FERC,na,4/6/12,,na,,,,
ANR East Pipeline Project,ANR Pipeline,New Pipeline,,Announced,OH,"Northeast,Midwest",FERC,na,9/8/14,,na,,160,1000,
ANR East Pipeline Project,ANR Pipeline,New Pipeline,,Announced,IN,"Northeast,Midwest",FERC,na,9/8/14,,na,,160,1000,
The Alaska Pipeline,TransCanada Pipeline LTD and ExxonMobil,New Pipeline,Interstate,Announced,AK,"Alaska,British Columbia",FERC,PF09-11,2/11/11,,na,20500,375,2250,48
The Alaska Pipeline,TransCanada Pipeline LTD and ExxonMobil,New Pipeline,Interstate,Announced,YK,"Alaska,British Columbia",FERC,PF09-11,2/11/11,,na,20500,375,2250,48
North Slope to Central Alaska,Enstar/ANGDA,New Pipeline,Intrastate,Announced,AK,Alaska,State,na,6/26/09,,na,3800,700,460,"24,20"
LaSalle Residue Line,DCP Midstream,Lateral,Interstate,Approved,CO,Central,FERC,CP11-549,6/29/11,,na,12,11,230,
North Elko Pipeline Project,Prospector Pipeline,Lateral,Intrastate,Announced,NV,Western,State,na,6/14/12,,na,,24,,10
UGI Lycoming to Snyder,UGI Energy Services,Expansion,,Announced,PA,Northeast,FERC,na,12/20/14,,na,150,35,200,
Ryckman Storage Lateral,,Lateral,Interstate,Applied,WY,Central,FERC,PF10-18,7/30/10,,na,,4,,"16,20"
Hillabee Expansion phase 3,Transcontinental Gas Pipeline,Expansion,,Filed,AL,Southeast,FERC,CP15-16,12/4/14,,2021,,13,106,42
MPEH Pipeline Project,McMoran Exploration Inc,New Pipeline,Interstate,Approved,GM,"Gulf of Mexico,Southeast",Coast Guard,USCG-2004-17696,1/25/11,,2020,60,48.5,800,36
MPEH Pipeline Project,McMoran Exploration Inc,New Pipeline,Interstate,Approved,AL,"Gulf of Mexico,Southeast",Coast Guard,USCG-2004-17696,1/25/11,,2020,60,48.5,800,36
Hillabee Expansion phase 2,Transcontinental Gas Pipeline,Expansion,,Filed,AL,Southeast,FERC,CP15-16,12/4/14,,2020,,11,206,42
Diamond East Project,Transcontinental Interstate Pipeline,Expansion,,Announced,PA,Northeast,FERC,na,9/14/14,,2018,400,25,500,
Diamond East Project,Transcontinental Interstate Pipeline,Expansion,,Announced,NY,Northeast,FERC,na,9/14/14,,2018,400,25,500,
Atlantic Coast Pipeline,Atlantic Coast Pipeline,New Pipeline,,Pre-filed,WV,"Northeast,Southeast",FERC,PF15-6,9/2/14,,2020,"1,666.666667",183.3333333,500,"42,36,20"
Atlantic Coast Pipeline,Atlantic Coast Pipeline,New Pipeline,,Pre-filed,VA,"Northeast,Southeast",FERC,PF15-6,9/2/14,,2020,"1,666.666667",183.3333333,500,"42,36,20"
Atlantic Coast Pipeline,Atlantic Coast Pipeline,New Pipeline,,Pre-filed,NC,"Northeast,Southeast",FERC,PF15-6,9/2/14,,2020,"1,666.666667",183.3333333,500,"42,36,20"
Northeast Energy Direct,Tennessee Gas Pipeline,New Pipeline,,Pre-file,PA,Northeast,FERC,PF14-22,6/21/14,,2020,,115.3333333,733.3333333,
Northeast Energy Direct,Tennessee Gas Pipeline,New Pipeline,,Pre-file,NY,Northeast,FERC,PF14-22,6/21/14,,2020,,115.3333333,733.3333333,
Northeast Energy Direct,Tennessee Gas Pipeline,New Pipeline,,Pre-file,MA,Northeast,FERC,PF14-22,6/21/14,,2020,,115.3333333,733.3333333,
Access Northeast,Algonquin Gas Transmission,Expansion,,Announced,NY,Northeast,FERC,na,9/16/14,,2020,1000,,333.3333333,
Access Northeast,Algonquin Gas Transmission,Expansion,,Announced,CT,Northeast,FERC,na,9/16/14,,2020,1000,,333.3333333,
Access Northeast,Algonquin Gas Transmission,Expansion,,Announced,MA,Northeast,FERC,na,9/16/14,,2020,1000,,333.3333333,
Washington Expansion Project,Northwest Pipeline,Expansion,Interstate,Pre-filed,WA,Northwest,FERC,PF12-20,7/11/12,,2020,,68,375,36
Washington Expansion Project,Northwest Pipeline,Expansion,Interstate,Pre-filed,OR,Northwest,FERC,PF12-20,7/11/12,,2020,,68,375,36
Mountain Valley Pipeline,Mountain Valley Pipeline,New Pipeline,,Announced,WV,"Northeast,Southeast",FERC,na,6/20/14,,2020,,110,666.6666667,
Mountain Valley Pipeline,Mountain Valley Pipeline,New Pipeline,,Announced,VA,"Northeast,Southeast",FERC,na,6/20/14,,2020,,110,666.6666667,
Mountain Valley Pipeline,Mountain Valley Pipeline,New Pipeline,,Announced,NC,"Northeast,Southeast",FERC,na,6/20/14,,2020,,110,666.6666667,
Oregon Pipeline,"Oregon Pipeline Company, LLC",New Pipeline,Interstate,Announced,OR,Western,FERC,CP09-7/CP09-6,9/6/13,,2020,0,87,1250,36
Port Dolphin LNG Pipeline,Port Dolphin Pipeline LP,New Pipeline,Interstate,Approved,FL,Southeast,FERC/Coast Guard,CP07-191,12/19/14,,2020,50,4,1200,36
Coastal Bend Header,Gulf South Pipeline Co,Lateral,,Announced,TX,Southwest,FERC,na,9/10/14,,2020,720,65,1400,"36,42"
WB Xpress,Columbia Pipeline,New Pipeline,,Announced,OH,Northeast,FERC,na,9/3/14,,2020,435,,650,
WB Xpress,Columbia Pipeline,New Pipeline,,Announced,MD,Northeast,FERC,na,9/3/14,,2020,435,,650,
Appalachia to Market Project,Texas Eastern Transmission co,Expansion,,Announced,OH,Northeast,FERC,na,8/4/14,,2020,,,250,
Appalachia to Market Project,Texas Eastern Transmission co,Expansion,,Announced,WV,Northeast,FERC,na,8/4/14,,2020,,,250,
Appalachia to Market Project,Texas Eastern Transmission co,Expansion,,Announced,PA,Northeast,FERC,na,8/4/14,,2020,,,250,
Appalachia to Market Project,Texas Eastern Transmission co,Expansion,,Announced,NJ,Northeast,FERC,na,8/4/14,,2020,,,250,
Western Marcellus Pipeline Project/Appalachian Connector,Transcontinental Interstate Pipeline,Expansion,,Announced,OH,"Northeast,Norhteast",FERC,na,9/14/14,,2020,,,666.6666667,
Western Marcellus Pipeline Project/Appalachian Connector,Transcontinental Interstate Pipeline,Expansion,,Announced,WV,"Northeast,Norhteast",FERC,na,9/14/14,,2020,,,666.6666667,
Western Marcellus Pipeline Project/Appalachian Connector,Transcontinental Interstate Pipeline,Expansion,,Announced,VA,"Northeast,Norhteast",FERC,na,9/14/14,,2020,,,666.6666667,
Atlantic Sunrise Project (bi- directional),Transcontinental Gas Pipeline,Reversal,,Pre-filed,PA,"Northeast,Central",FERC,PF14-8,6/20/14,,2017,,30,283.3333333,
Atlantic Sunrise Project (bi- directional),Transcontinental Gas Pipeline,Reversal,,Pre-filed,VA,"Northeast,Central",FERC,PF14-8,6/20/14,,2017,,30,283.3333333,
Atlantic Sunrise Project (bi- directional),Transcontinental Gas Pipeline,Reversal,,Pre-filed,NC,"Northeast,Central",FERC,PF14-8,6/20/14,,2017,,30,283.3333333,
Atlantic Sunrise Project (bi- directional),Transcontinental Gas Pipeline,Reversal,,Pre-filed,SC,"Northeast,Central",FERC,PF14-8,6/20/14,,2017,,30,283.3333333,
Atlantic Sunrise Project (bi- directional),Transcontinental Gas Pipeline,Reversal,,Pre-filed,GA,"Northeast,Central",FERC,PF14-8,6/20/14,,2017,,30,283.3333333,
Atlantic Sunrise Project (bi- directional),Transcontinental Gas Pipeline,Reversal,,Pre-filed,AL,"Northeast,Central",FERC,PF14-8,6/20/14,,2017,,30,283.3333333,
Pacific Connector Gas Pipeline,Northwest/PG&E/Chicago Prtnrs,Lateral,Interstate,Filed,OR,Western,FERC,CP13-492,6/11/13,,2017,1700,230,1000,36
Dalton Expansion Project,Transcontinental Gas Pipeline,Expansion,Interstate,Announced,AL,Southeast,FERC,na,3/31/14,,2017,135,53,224,"16,30"
Dalton Expansion Project,Transcontinental Gas Pipeline,Expansion,Interstate,Announced,GA,Southeast,FERC,na,3/31/14,,2017,135,53,224,"16,30"
Lebanon lateral project phase 3,ANR Pipeline,reversal,,Announced,OH,Northeast,FERC,na,3/2/14,,2017,,,,
Dakota Pipeline,"WBI Energy, In",New Pipeline,,Announced,ND,Midwest,FERC,,2/20/14,,2017,325,12,200,
Dakota Pipeline,"WBI Energy, In",New Pipeline,,Announced,MN,Midwest,FERC,,2/20/14,,2017,325,12,200,
Alaska Pipeline Project Option 2,TransCanada and ExxonMobil Corp,New Pipeline,Intrastate,Announced,AK,Alaska,State,na,2/11/11,,2017,,805,3500,48
Florida Southeast Connection,NextEra Energy,New Pipeline,interstate,Announced,FL,southeast,FERC,,8/20/13,,2017,550,126,600,36
Rover Pipeline Project,ET Rover Pipeline,New Pipeline,,Pre-filed,PA,"Northeast,Canada",FERC,PF14-14,9/1/14,,2017,860,160,650,42
Rover Pipeline Project,ET Rover Pipeline,New Pipeline,,Pre-filed,WV,"Northeast,Canada",FERC,PF14-14,9/1/14,,2017,860,160,650,42
Rover Pipeline Project,ET Rover Pipeline,New Pipeline,,Pre-filed,OH,"Northeast,Canada",FERC,PF14-14,9/1/14,,2017,860,160,650,42
Rover Pipeline Project,ET Rover Pipeline,New Pipeline,,Pre-filed,MI,"Northeast,Canada",FERC,PF14-14,9/1/14,,2017,860,160,650,42
Rover Pipeline Project,ET Rover Pipeline,New Pipeline,,Pre-filed,CN,"Northeast,Canada",FERC,PF14-14,9/1/14,,2017,860,160,650,42
Sabal Trail Project,"Spectra Energy Corp/NextEra Energy, Inc",New Pipeline,interstate,Announced,AL,"Southeast,Southeas",FERC,,8/20/13,,2017,1000,155,333.3333333,
Sabal Trail Project,"Spectra Energy Corp/NextEra Energy, Inc",New Pipeline,interstate,Announced,GA,"Southeast,Southeas",FERC,,8/20/13,,2017,1000,155,333.3333333,
Sabal Trail Project,"Spectra Energy Corp/NextEra Energy, Inc",New Pipeline,interstate,Announced,FL,"Southeast,Southeas",FERC,,8/20/13,,2017,1000,155,333.3333333,
Bobcat Storage Expansion,Port Barre Investments LLC,Lateral,Interstate,Construction,LA,Southwest,FERC,CP09-19,12/29/11,,2017,30,13,1800,20
Atlantic Bridge project,Algonquin Gas Transmission,Expansion,Interstate,Announced,NJ,Northeast,FERC,na,2/7/14,,2017,0,0,120,
Atlantic Bridge project,Algonquin Gas Transmission,Expansion,Interstate,Announced,NY,Northeast,FERC,na,2/7/14,,2017,0,0,120,
Atlantic Bridge project,Algonquin Gas Transmission,Expansion,Interstate,Announced,CT,Northeast,FERC,na,2/7/14,,2017,0,0,120,
Atlantic Bridge project,Algonquin Gas Transmission,Expansion,Interstate,Announced,RI,Northeast,FERC,na,2/7/14,,2017,0,0,120,
Atlantic Bridge project,Algonquin Gas Transmission,Expansion,Interstate,Announced,MA,Northeast,FERC,na,2/7/14,,2017,0,0,120,
Prairie State Pipeline,Prairie State Pipeline,New Pipeline,,Announced,IL,Midwest,FERC,na,12/4/14,,2017,,140,1500,
Mountaineer XPress Pipeline,Columbia Gas Transmission,Expansion,,Announced,WV,Northeast,FERC,na,9/5/14,,2017,,,2500,
Project (MXP),,,,,,,,,,,,,,,
Leach XPress project,Columbia Pipeline,New Pipeline,,Announced,OH,Northeast,FERC,na,9/3/14,,2017,700,80,750,
Leach XPress project,Columbia Pipeline,New Pipeline,,Announced,WV,Northeast,FERC,na,9/3/14,,2017,700,80,750,
Gulf Markets Expansion (bi-directional),Texas Eastern Transmission co,Reversal,,Announced,PA,"Northeast,Central",FERC,na,8/4/14,,2017,,,130,
Gulf Markets Expansion (bi-directional),Texas Eastern Transmission co,Reversal,,Announced,OH,"Northeast,Central",FERC,na,8/4/14,,2017,,,130,
Gulf Markets Expansion (bi-directional),Texas Eastern Transmission co,Reversal,,Announced,WV,"Northeast,Central",FERC,na,8/4/14,,2017,,,130,
Gulf Markets Expansion (bi-directional),Texas Eastern Transmission co,Reversal,,Announced,KY,"Northeast,Central",FERC,na,8/4/14,,2017,,,130,
Gulf Markets Expansion (bi-directional),Texas Eastern Transmission co,Reversal,,Announced,TX,"Northeast,Central",FERC,na,8/4/14,,2017,,,130,
Hillabee Expansion phase 1,Transcontinental Gas Pipeline,Expansion,,Filed,AL,Southeast,FERC,CP15-16,12/4/14,,2017,460,20,818,"42,48"
MARC II pipeline,Central New York Oil & Gas,Lateral,,Announced,PA,Northeast,FERC,na,12/4/14,,2017,,30,1000,30
Bakken Header Supply Lateral Project,Northern Border Pipeline,Lateral,,Announced,ND,Central,FERC,na,12/4/14,,2017,,64,295,16
Gulf Trace Expansion Project,Transcontinental Gas Pipeline,Expansion,,Announced,LA,Southeast,FERC,na,8/4/14,,2017,,8,1200,
Access South Project,Texas Eastern Transmission co,Reversal,,Announced,PA,"Northeast,Midwest",FERC,na,8/4/14,,2017,,,53.33333333,
Access South Project,Texas Eastern Transmission co,Reversal,,Announced,WV,"Northeast,Midwest",FERC,na,8/4/14,,2017,,,53.33333333,
Access South Project,Texas Eastern Transmission co,Reversal,,Announced,KY,"Northeast,Midwest",FERC,na,8/4/14,,2017,,,53.33333333,
Access South Project,Texas Eastern Transmission co,Reversal,,Announced,TN,"Northeast,Midwest",FERC,na,8/4/14,,2017,,,53.33333333,
Access South Project,Texas Eastern Transmission co,Reversal,,Announced,AL,"Northeast,Midwest",FERC,na,8/4/14,,2017,,,53.33333333,
Access South Project,Texas Eastern Transmission co,Reversal,,Announced,MS,"Northeast,Midwest",FERC,na,8/4/14,,2017,,,53.33333333,
Adair Southwest Project,Texas Eastern Transmission co,Reversal,,Announced,PA,"Northeast,Southeast",FERC,na,8/4/14,,2017,,,50,
Adair Southwest Project,Texas Eastern Transmission co,Reversal,,Announced,WV,"Northeast,Southeast",FERC,na,8/4/14,,2017,,,50,
Adair Southwest Project,Texas Eastern Transmission co,Reversal,,Announced,OH,"Northeast,Southeast",FERC,na,8/4/14,,2017,,,50,
Adair Southwest Project,Texas Eastern Transmission co,Reversal,,Announced,KY,"Northeast,Southeast",FERC,na,8/4/14,,2017,,,50,
Gulf Trace Expansion Project,Transcontinental Gas Pipeline,Expansion,,Announced,LA,Southwest,FERC,na,9/29/14,,2017,,8,,36
2017 Vector Pipeline Mainline,Vector Pipeline,Reversal,,Announced,MI,Midwest,FERC,na,10/6/14,,2017,,,1300,42
Expansion Project,,,,,,,,,,,,,,,
Broad Run Expansion Project,Tennessee Gas Pipeline,Expansion,,Announced,KY,Southeast,FERC,na,9/14/14,,2017,,,200,
PennEast Pipeline Co,PennEast Pipeline Co,New Pipeline,,Announced,PA,Northeast,FERC,na,9/3/14,,2017,1000,105,1000,30
South to North project,Iroquois gas pipeline,Reversal,,Announced,NY,"Northeast,Canada",FERC,,12/7/13,,2016,0,0,150,
South to North project,Iroquois gas pipeline,Reversal,,Announced,CN,"Northeast,Canada",FERC,,12/7/13,,2016,0,0,150,
Creole Trail Expansion Project,Cheniere Creole Trail Pipeline,Expansion,Interstate,Approved,LA,Southwest,FERC,CP12-351-,3/6/13,,2016,104,0,1530,42
New market project,Dominion Transmission,New Pipeline,,Filed,PA,Northeast,FERC,CP14-498,6/20/14,,2016,159,0,112,
NEXUS Gas Transmission,Spectra Energy,New Pipeline,interstate,Announced,OH,"Northeast,Canada",FERC,,2/14/13,,2016,0,83.33333333,666.6666667,
NEXUS Gas Transmission,Spectra Energy,New Pipeline,interstate,Announced,MI,"Northeast,Canada",FERC,,2/14/13,,2016,0,83.33333333,666.6666667,
NEXUS Gas Transmission,Spectra Energy,New Pipeline,interstate,Announced,CN,"Northeast,Canada",FERC,,2/14/13,,2016,0,83.33333333,666.6666667,
Clarington Project,Dominion Transmission,New Pipeline,,Filed,WV,Northeast,FERC,CP14-496,6/20/14,,2016,77,0,250,
Renaissance Gas Transmission Project,Spectra Energy,New Pipeline,Interstate,Announced,AL,Southeast,FERC,na,3/12/12,,2016,,96.66666667,333.3333333,"36,30,24"
Renaissance Gas Transmission Project,Spectra Energy,New Pipeline,Interstate,Announced,TN,Southeast,FERC,na,3/12/12,,2016,,96.66666667,333.3333333,"36,30,24"
Renaissance Gas Transmission Project,Spectra Energy,New Pipeline,Interstate,Announced,GA,Southeast,FERC,na,3/12/12,,2016,,96.66666667,333.3333333,"36,30,24"
Wright Interconnect Project,Iroquois gas pipeline,Expansion,compressor,Announced,NY,Northeast,FERC,CP13-502,12/13/14,,2016,75,0,650,
Rock Springs Expansion,Transcontinental Gas Pipelne,Lateral,,Pre-filed,NJ,Northeast,FERC,PF14-,3/26/14,,2016,,11,192,20
Ohio Valley Connector,Equitrans,Expansion,,Applied,WV,Northeast,FERC,CP15-41,8/4/14,,2016,207.5,25,425,"30,24"
Ohio Valley Connector,Equitrans,Expansion,,Applied,OH,Northeast,FERC,CP15-41,8/4/14,,2016,207.5,25,425,"30,24"
WBI Energy Wind Ridge Pipeline,Wind Ridge Pipeline,New Pipeline,,Announced,ND,Midwest,FERC,PF14-20,9/4/14,,2016,120,95,,
Continent to Coast Expansion Project,Portland Natural Gas Transmission System,Expansion,Interstate,Announced,CN,"Canada,Northeast",FERC,,4/1/13,,2016,0,0,66,
Continent to Coast Expansion Project,Portland Natural Gas Transmission System,Expansion,Interstate,Announced,ME,"Canada,Northeast",FERC,,4/1/13,,2016,0,0,66,
Lebanon West II,Dominion Transmission,Expansion,,Approved,OH,"Northeast,Norhteast",FERC,CP14-555,10/24/14,,2016,56,,65,
Lebanon West II,Dominion Transmission,Expansion,,Approved,PA,"Northeast,Norhteast",FERC,CP14-555,10/24/14,,2016,56,,65,
Connecticut Expansion Project,Tennessee Gas Pipeline,Expansion,Interstate,Announced,MA,Northeast,FERC,na,10/23/13,,2016,81,13,72,
Upstate Pipeline Project,Millennium Pipeline Co,Expansion,interstate,Announced,NY,Northeast,FERC,na,6/3/13,,2016,0,60,0,
Northern Access 2016 Project,National Fuel Gas Supply Corp,Expansion,,Pre-filed,PA,Northeast,FERC,PF14-18,8/4/14,,2016,,48.5,175,24
Northern Access 2016 Project,National Fuel Gas Supply Corp,Expansion,,Pre-filed,NY,Northeast,FERC,PF14-18,8/4/14,,2016,,48.5,175,24
Algonquin Incremental Market (AIM),Algonquin Gas Transmission,Expansion,Interstate,Applied,NJ,Northeast,FERC,CP14-96,11/6/12,,2016,0,0,68.4,
Algonquin Incremental Market (AIM),Algonquin Gas Transmission,Expansion,Interstate,Applied,NY,Northeast,FERC,CP14-96,11/6/12,,2016,0,0,68.4,
Algonquin Incremental Market (AIM),Algonquin Gas Transmission,Expansion,Interstate,Applied,CT,Northeast,FERC,CP14-96,11/6/12,,2016,0,0,68.4,
Algonquin Incremental Market (AIM),Algonquin Gas Transmission,Expansion,Interstate,Applied,RI,Northeast,FERC,CP14-96,11/6/12,,2016,0,0,68.4,
Algonquin Incremental Market (AIM),Algonquin Gas Transmission,Expansion,Interstate,Applied,MA,Northeast,FERC,CP14-96,11/6/12,,2016,0,0,68.4,
Chicago Market Expansion Project,Natural Gas Pipeline Company of America,Expansion,,Announced,IL,Midwest,FERC,na,11/1/14,,2016,100,,450,
Clarington West Project,Rockies Express Pipeline,Reversal,,Announced,OH,"Northeast,Central",FERC,,1/1/14,,2016,,,1250,
Clarington West Project,Rockies Express Pipeline,Reversal,,Announced,WY,"Northeast,Central",FERC,,1/1/14,,2016,,,1250,
Gulf Coast Market Expansion Project,Natural Gas Pipeline Company of America,Reversal,,Announced,IL,"Midwest,Southwest",FERC,na,9/5/14,,2016,,,250,
Gulf Coast Market Expansion Project,Natural Gas Pipeline Company of America,Reversal,,Announced,AR,"Midwest,Southwest",FERC,na,9/5/14,,2016,,,250,
Gulf Coast Market Expansion Project,Natural Gas Pipeline Company of America,Reversal,,Announced,TX,"Midwest,Southwest",FERC,na,9/5/14,,2016,,,250,
NMT Pipeline,Enterprise Natural Gas Pipeline,Expansion,,Pre-filed,NM,Southwest,FERC,PF15-8,12/22/14,,2016,,49,200,24
NMT Pipeline,Enterprise Natural Gas Pipeline,Expansion,,Pre-filed,TX,Southwest,FERC,PF15-8,12/22/14,,2016,,49,200,24
Magnum Gas Storage Link,Magnum Gas Storage LLC,Lateral,Interstate,Construction,UT,Central,FERC,CP10-22,11/2/14,,2016,,62,,36
Garden State Expansion,Transcontinental Gas Pipeline,Expansion,,Announced,NJ,Northeast,FERC,na,8/4/14,,2016,,,180,
ND to MN,MDU Resources Group,New Pipeline,Interstate,Announced,ND,"Central,Midwest",FERC,,6/3/13,,2016,350,200,200,24
ND to MN,MDU Resources Group,New Pipeline,Interstate,Announced,MN,"Central,Midwest",FERC,,6/3/13,,2016,350,200,200,24
Great Basin Project Scope,Great Basin Energy Development,Lateral,Interstate,Announced,NV,Southwest,FERC,na,3/27/11,,2016,173,62.5,125,20
Great Basin Project Scope,Great Basin Energy Development,Lateral,Interstate,Announced,CA,Southwest,FERC,na,3/27/11,,2016,173,62.5,125,20
MoBay Storage Line,MoBay Storage Hub,Lateral,Interstate,Approved,AL,Southeast,FERC,CP06-398,3/21/13,,2016,,19,1000,"36,24"
Rayne XPress Project,Columbia Gulf Transmission,Reversal,,Announced,KY,"Southeast,Southwest",FERC,na,9/14/0204,,2016,,,,
Rayne XPress Project,Columbia Gulf Transmission,Reversal,,Announced,TN,"Southeast,Southwest",FERC,na,9/14/0204,,2016,,,,
Rayne XPress Project,Columbia Gulf Transmission,Reversal,,Announced,MS,"Southeast,Southwest",FERC,na,9/14/0204,,2016,,,,
Rayne XPress Project,Columbia Gulf Transmission,Reversal,,Announced,LA,"Southeast,Southwest",FERC,na,9/14/0204,,2016,,,,
Ohio-Louisiana Access project,Texas Gas Transmission,Reversal,,Applied,OH,"Northeast,Southwest",FERC,CP14-553,9/14/14,,2016,8.666666667,,,
Ohio-Louisiana Access project,Texas Gas Transmission,Reversal,,Applied,IN,"Northeast,Southwest",FERC,CP14-553,9/14/14,,2016,8.666666667,,,
Ohio-Louisiana Access project,Texas Gas Transmission,Reversal,,Applied,KY,"Northeast,Southwest",FERC,CP14-553,9/14/14,,2016,8.666666667,,,
Ohio-Louisiana Access project,Texas Gas Transmission,Reversal,,Applied,TN,"Northeast,Southwest",FERC,CP14-553,9/14/14,,2016,8.666666667,,,
Ohio-Louisiana Access project,Texas Gas Transmission,Reversal,,Applied,MS,"Northeast,Southwest",FERC,CP14-553,9/14/14,,2016,8.666666667,,,
Ohio-Louisiana Access project,Texas Gas Transmission,Reversal,,Applied,LA,"Northeast,Southwest",FERC,CP14-553,9/14/14,,2016,8.666666667,,,
Edinburg Lateral,Houston Pipe Line,Expansion,,Approved,TX,"Southwest,Mexico",FERC,CP14-13,6/20/14,,2015,,11.5,70,24
Edinburg Lateral,Houston Pipe Line,Expansion,,Approved,MX,"Southwest,Mexico",FERC,CP14-13,6/20/14,,2015,,11.5,70,24
Tuscarora Lateral Project,Empire Pipeline,Lateral,Interstate,Filed,NY,Northeast,FERC,CP14-112,6/20/14,,2015,44,17,54,"12,16"
Utica Backhaul Transportation,Tennessee Gas Pipeline,Reversal,Interstate,Announced,PA,"Northeast,Southeast",FERC,,12/17/13,,2015,60.5,0,176,
Utica Backhaul Transportation,Tennessee Gas Pipeline,Reversal,Interstate,Announced,TN,"Northeast,Southeast",FERC,,12/17/13,,2015,60.5,0,176,
2015 Elko Area Expansion Project,Paiute Pipeline,Lateral,,Pre-filed,NV,Southwest,FERC,PF14-4,3/26/14,,2015,,35,22,
Border Crossing,Houston Pipe Line Partners,Expansion,interstate,Construction,TX,"Southwest,Mexico",FERC,cp14-13,6/10/14,,2015,0,0,70,24
Border Crossing,Houston Pipe Line Partners,Expansion,interstate,Construction,MX,"Southwest,Mexico",FERC,cp14-13,6/10/14,,2015,0,0,70,24
Lebanon lateral project phase 2,ANR Pipeline,reversal,,Announced,IN,Northeast,FERC,na,3/2/14,,2015,,,145,
Lebanon lateral project phase 2,ANR Pipeline,reversal,,Announced,OH,Northeast,FERC,na,3/2/14,,2015,,,145,
Utica Ohio River Projec,Regency Energy Partners/American Energy,Lateral,,Announced,OH,Northeast,na,na,8/7/14,,2015,500,52,2100,
Broad Run Flexibility Project,Tennessee Gas Pipeline,Expansion,,Announced,WV,Northeast,FERC,na,9/14/14,,2015,782,,590,
Constitution Pipeline,Constitution Pipeline Co,New Pipeline,Interstate,Approved,PA,Northeast,FERC,CP13-499,7/10/14,,2015,341.5,60.5,325,30
Constitution Pipeline,Constitution Pipeline Co,New Pipeline,Interstate,Approved,NY,Northeast,FERC,CP13-499,7/10/14,,2015,341.5,60.5,325,30
Transco Rockaway Delivery Project,Transcontinental Gas Pipeline,New Pipeline,Interstate,Construction,NY,Northeast,FERC,CP13-36,6/20/14,,2015,12,3,647,26
SEML reversal,ANR Pipeline,reversal,,Announced,IN,"Northeast,Southwest",FERC,na,7/14/14,,2015,16.66666667,,166.6666667,
SEML reversal,ANR Pipeline,reversal,,Announced,KY,"Northeast,Southwest",FERC,na,7/14/14,,2015,16.66666667,,166.6666667,
SEML reversal,ANR Pipeline,reversal,,Announced,TN,"Northeast,Southwest",FERC,na,7/14/14,,2015,16.66666667,,166.6666667,
SEML reversal,ANR Pipeline,reversal,,Announced,MS,"Northeast,Southwest",FERC,na,7/14/14,,2015,16.66666667,,166.6666667,
SEML reversal,ANR Pipeline,reversal,,Announced,AR,"Northeast,Southwest",FERC,na,7/14/14,,2015,16.66666667,,166.6666667,
SEML reversal,ANR Pipeline,reversal,,Announced,LA,"Northeast,Southwest",FERC,na,7/14/14,,2015,16.66666667,,166.6666667,
Northern Access 2015 Project,National Fuel Gas Supply Corp,Expansion,,Filed,PA,Northeast,FERC,CP14-100,8/4/14,,2015,33,,70,
Northern Access 2015 Project,National Fuel Gas Supply Corp,Expansion,,Filed,NY,Northeast,FERC,CP14-100,8/4/14,,2015,33,,70,
Woodbridge lateral,Transcontinental Gas Pipeline,Lateral,,Construction,NJ,Northeast,FERC,CP14-18,9/3/14,,2015,32,2,264,20
Ohio Pipeline Energy Network,Texas Eastern Transmission,Reversal,Interstate,Approved,OH,"Northeast,Southwest",FERC,CP14-68,12/21/14,,2015,234,38,275,30
Ohio Pipeline Energy Network,Texas Eastern Transmission,Reversal,Interstate,Approved,LA,"Northeast,Southwest",FERC,CP14-68,12/21/14,,2015,234,38,275,30
Carty Lateral Project,Gas Transmission Northwest LLC,Lateral,Interstate,Approved,OR,Northwest,FERC,CP12-494,12/12/13,,2015,54,24,175,20
Salem Lateral Project,Algonquin Gas Transmission,Lateral,,Applied,MA,Northeast,FERC,CP14-522,8/1/14,,2015,,1,115,16
Uniontown to Gas City Expansion Project (U2GC) (bi-directional),Texas Eastern Transmission co,Reversal,,Approved,PA,"Northeast,Midwest",FERC,CP14-104,8/4/14,,2015,18.66666667,,141.6666667,
Uniontown to Gas City Expansion Project (U2GC) (bi-directional),Texas Eastern Transmission co,Reversal,,Approved,OH,"Northeast,Midwest",FERC,CP14-104,8/4/14,,2015,18.66666667,,141.6666667,
Uniontown to Gas City Expansion Project (U2GC) (bi-directional),Texas Eastern Transmission co,Reversal,,Approved,IN,"Northeast,Midwest",FERC,CP14-104,8/4/14,,2015,18.66666667,,141.6666667,
